"","playerID","yearID","teamID.x","lgID.x","AB","H","HR","RBI","BB","SO","nameFirst","nameLast","nameGiven","salary","HperAB","HRperH","recordID","count","playerCount","fullName"
"8534","loftoke01",2004,"NYA","AL",276,76,3,18,31,27,"Kenny","Lofton","Kenneth",3100000,0.27536231884058,0.0394736842105263,10070,1,14,"Kenny Lofton"
"8535","loftoke01",2005,"PHI","NL",367,123,2,36,32,41,"Kenny","Lofton","Kenneth",3100000,0.335149863760218,0.016260162601626,10071,1,14,"Kenny Lofton"
"8536","loftoke01",2006,"LAN","NL",469,141,3,41,45,42,"Kenny","Lofton","Kenneth",3821236,0.300639658848614,0.0212765957446809,10072,1,14,"Kenny Lofton"
"8539","lohseky01",2002,"MIN","AL",4,1,0,0,0,1,"Kyle","Lohse","Kyle Matthew",215000,0.25,0,10077,1,11,"Kyle Lohse"
"8540","lohseky01",2003,"MIN","AL",3,1,0,0,0,1,"Kyle","Lohse","Kyle Matthew",330000,0.333333333333333,0,10078,1,11,"Kyle Lohse"
"8541","lohseky01",2006,"CIN","NL",23,4,0,3,0,10,"Kyle","Lohse","Kyle Matthew",3950000,0.173913043478261,0,10079,1,11,"Kyle Lohse"
"8542","lohseky01",2008,"SLN","NL",63,7,0,5,0,20,"Kyle","Lohse","Kyle Matthew",4250000,0.111111111111111,0,10082,1,11,"Kyle Lohse"
"8543","lohseky01",2009,"SLN","NL",37,8,0,2,1,7,"Kyle","Lohse","Kyle Matthew",7437500,0.216216216216216,0,10083,1,11,"Kyle Lohse"
"8544","lohseky01",2010,"SLN","NL",35,6,0,3,0,8,"Kyle","Lohse","Kyle Matthew",9187500,0.171428571428571,0,10084,1,11,"Kyle Lohse"
"8545","lohseky01",2011,"SLN","NL",63,11,0,3,1,17,"Kyle","Lohse","Kyle Matthew",12187500,0.174603174603175,0,10085,1,11,"Kyle Lohse"
"8546","lohseky01",2012,"SLN","NL",64,6,0,3,2,19,"Kyle","Lohse","Kyle Matthew",12187500,0.09375,0,10086,1,11,"Kyle Lohse"
"8547","lohseky01",2013,"MIL","NL",55,8,0,3,1,29,"Kyle","Lohse","Kyle Matthew",10063922,0.145454545454545,0,10087,1,11,"Kyle Lohse"
"8548","lohseky01",2014,"MIL","NL",61,7,0,5,2,23,"Kyle","Lohse","Kyle Matthew",1.1e+07,0.114754098360656,0,10088,1,11,"Kyle Lohse"
"8549","lohseky01",2015,"MIL","NL",39,9,0,1,0,10,"Kyle","Lohse","Kyle Matthew",1.1e+07,0.230769230769231,0,10089,1,11,"Kyle Lohse"
"8557","loneyja01",2008,"LAN","NL",595,172,13,90,45,85,"James","Loney","James Anthony",411000,0.289075630252101,0.0755813953488372,10097,1,7,"James Loney"
"8558","loneyja01",2009,"LAN","NL",576,162,13,90,70,68,"James","Loney","James Anthony",465000,0.28125,0.0802469135802469,10098,1,7,"James Loney"
"8559","loneyja01",2010,"LAN","NL",588,157,10,88,52,95,"James","Loney","James Anthony",3100000,0.267006802721088,0.0636942675159236,10099,1,7,"James Loney"
"8560","loneyja01",2011,"LAN","NL",531,153,12,65,42,67,"James","Loney","James Anthony",4875000,0.288135593220339,0.0784313725490196,10100,1,7,"James Loney"
"8561","loneyja01",2013,"TBA","AL",549,164,13,75,44,77,"James","Loney","James Anthony",2e+06,0.298724954462659,0.0792682926829268,10103,1,7,"James Loney"
"8562","loneyja01",2014,"TBA","AL",600,174,9,69,41,80,"James","Loney","James Anthony",1e+06,0.29,0.0517241379310345,10104,1,7,"James Loney"
"8563","loneyja01",2015,"TBA","AL",361,101,4,32,23,34,"James","Loney","James Anthony",8666666,0.279778393351801,0.0396039603960396,10105,1,7,"James Loney"
"8567","longoev01",2009,"TBA","AL",584,164,33,113,72,140,"Evan","Longoria","Evan Michael",550000,0.280821917808219,0.201219512195122,10109,1,8,"Evan Longoria"
"8568","longoev01",2010,"TBA","AL",574,169,22,104,72,124,"Evan","Longoria","Evan Michael",950000,0.294425087108014,0.130177514792899,10110,1,8,"Evan Longoria"
"8569","longoev01",2011,"TBA","AL",483,118,31,99,80,93,"Evan","Longoria","Evan Michael",2e+06,0.244306418219462,0.26271186440678,10111,1,8,"Evan Longoria"
"8570","longoev01",2012,"TBA","AL",273,79,17,55,33,61,"Evan","Longoria","Evan Michael",4500000,0.289377289377289,0.215189873417722,10112,1,8,"Evan Longoria"
"8571","longoev01",2013,"TBA","AL",614,165,32,88,70,162,"Evan","Longoria","Evan Michael",2500018,0.268729641693811,0.193939393939394,10113,1,8,"Evan Longoria"
"8572","longoev01",2014,"TBA","AL",624,158,22,91,57,133,"Evan","Longoria","Evan Michael",7500000,0.253205128205128,0.139240506329114,10114,1,8,"Evan Longoria"
"8573","longoev01",2015,"TBA","AL",604,163,21,73,51,132,"Evan","Longoria","Evan Michael",1.1e+07,0.269867549668874,0.128834355828221,10115,1,8,"Evan Longoria"
"8574","longoev01",2016,"TBA","AL",633,173,36,98,42,144,"Evan","Longoria","Evan Michael",12600018,0.273301737756714,0.208092485549133,10116,1,8,"Evan Longoria"
"8575","longte01",2001,"OAK","AL",629,178,12,85,52,103,"Terrence","Long","Terrence Deon",240750,0.282988871224165,0.0674157303370786,10117,1,5,"Terrence Long"
"8576","longte01",2002,"OAK","AL",587,141,16,67,48,96,"Terrence","Long","Terrence Deon",675000,0.240204429301533,0.113475177304965,10118,1,5,"Terrence Long"
"8577","longte01",2003,"OAK","AL",486,119,14,61,31,67,"Terrence","Long","Terrence Deon",2175000,0.244855967078189,0.117647058823529,10119,1,5,"Terrence Long"
"8578","longte01",2004,"SDN","NL",288,85,3,28,19,51,"Terrence","Long","Terrence Deon",3575000,0.295138888888889,0.0352941176470588,10120,1,5,"Terrence Long"
"8579","longte01",2005,"KCA","AL",455,127,6,53,30,56,"Terrence","Long","Terrence Deon",4875000,0.279120879120879,0.047244094488189,10121,1,5,"Terrence Long"
"8580","loopebr01",2003,"FLO","NL",1,1,0,0,0,0,"Braden","Looper","Braden LaVern",1600000,1,0,10122,1,5,"Braden Looper"
"8581","loopebr01",2006,"SLN","NL",2,1,0,0,0,0,"Braden","Looper","Braden LaVern",3500000,0.5,0,10123,1,5,"Braden Looper"
"8582","loopebr01",2007,"SLN","NL",53,10,0,6,4,19,"Braden","Looper","Braden LaVern",4500000,0.188679245283019,0,10124,1,5,"Braden Looper"
"8583","loopebr01",2008,"SLN","NL",63,16,0,4,4,21,"Braden","Looper","Braden LaVern",5500000,0.253968253968254,0,10125,1,5,"Braden Looper"
"8584","loopebr01",2009,"MIL","NL",60,12,0,8,2,18,"Braden","Looper","Braden LaVern",4750000,0.2,0,10126,1,5,"Braden Looper"
"8593","lopezja01",1993,"ATL","NL",16,6,1,2,0,2,"Javy","Lopez","Javier",109000,0.375,0.166666666666667,10145,1,13,"Javy Lopez"
"8594","lopezja01",1994,"ATL","NL",277,68,13,35,17,61,"Javy","Lopez","Javier",111500,0.245487364620939,0.191176470588235,10146,1,13,"Javy Lopez"
"8595","lopezja01",1995,"ATL","NL",333,105,14,51,14,57,"Javy","Lopez","Javier",150000,0.315315315315315,0.133333333333333,10147,1,13,"Javy Lopez"
"8596","lopezja01",1996,"ATL","NL",489,138,23,69,28,84,"Javy","Lopez","Javier",290000,0.282208588957055,0.166666666666667,10148,1,13,"Javy Lopez"
"8597","lopezja01",1997,"ATL","NL",414,122,23,68,40,82,"Javy","Lopez","Javier",2050000,0.294685990338164,0.188524590163934,10149,1,13,"Javy Lopez"
"8598","lopezja01",1998,"ATL","NL",489,139,34,106,30,85,"Javy","Lopez","Javier",3850000,0.284253578732106,0.244604316546763,10150,1,13,"Javy Lopez"
"8599","lopezja01",1999,"ATL","NL",246,78,11,45,20,41,"Javy","Lopez","Javier",5250000,0.317073170731707,0.141025641025641,10151,1,13,"Javy Lopez"
"8600","lopezja01",2000,"ATL","NL",481,138,24,89,35,80,"Javy","Lopez","Javier",6250000,0.286902286902287,0.173913043478261,10152,1,13,"Javy Lopez"
"8601","lopezja01",2001,"ATL","NL",438,117,17,66,28,82,"Javy","Lopez","Javier",7750000,0.267123287671233,0.145299145299145,10153,1,13,"Javy Lopez"
"8602","lopezja01",2002,"ATL","NL",347,81,11,52,26,63,"Javy","Lopez","Javier",6e+06,0.23342939481268,0.135802469135802,10154,1,13,"Javy Lopez"
"8603","lopezja01",2003,"ATL","NL",457,150,43,109,33,90,"Javy","Lopez","Javier",7e+06,0.328227571115974,0.286666666666667,10155,1,13,"Javy Lopez"
"8604","lopezja01",2004,"BAL","AL",579,183,23,86,47,97,"Javy","Lopez","Javier",6e+06,0.316062176165803,0.12568306010929,10156,1,13,"Javy Lopez"
"8605","lopezja01",2005,"BAL","AL",395,110,15,49,19,68,"Javy","Lopez","Javier",7500000,0.278481012658228,0.136363636363636,10157,1,13,"Javy Lopez"
"8607","lopezjo01",2006,"SEA","AL",603,170,10,79,26,80,"Jose","Lopez","Jose Celestino",335000,0.281923714759536,0.0588235294117647,10161,1,5,"Jose Lopez"
"8608","lopezjo01",2007,"SEA","AL",524,132,11,62,20,64,"Jose","Lopez","Jose Celestino",420000,0.251908396946565,0.0833333333333333,10162,1,5,"Jose Lopez"
"8609","lopezjo01",2008,"SEA","AL",644,191,17,89,27,67,"Jose","Lopez","Jose Celestino",1750000,0.296583850931677,0.0890052356020942,10163,1,5,"Jose Lopez"
"8610","lopezjo01",2009,"SEA","AL",613,167,25,96,24,69,"Jose","Lopez","Jose Celestino",2250000,0.272430668841762,0.149700598802395,10164,1,5,"Jose Lopez"
"8611","lopezjo01",2010,"SEA","AL",593,142,10,58,23,66,"Jose","Lopez","Jose Celestino",3e+06,0.239460370994941,0.0704225352112676,10165,1,5,"Jose Lopez"
"8612","lopezlu02",1994,"SDN","NL",235,65,2,20,15,39,"Luis","Lopez","Luis Manuel",109000,0.276595744680851,0.0307692307692308,10170,1,8,"Luis Lopez"
"8613","lopezlu02",1996,"SDN","NL",139,25,2,11,9,35,"Luis","Lopez","Luis Manuel",155000,0.179856115107914,0.08,10171,1,8,"Luis Lopez"
"8614","lopezlu02",1998,"NYN","NL",266,67,2,22,20,60,"Luis","Lopez","Luis Manuel",375000,0.25187969924812,0.0298507462686567,10172,1,8,"Luis Lopez"
"8615","lopezlu02",1999,"NYN","NL",104,22,2,13,12,33,"Luis","Lopez","Luis Manuel",575000,0.211538461538462,0.0909090909090909,10173,1,8,"Luis Lopez"
"8616","lopezlu02",2000,"MIL","NL",201,53,6,27,9,35,"Luis","Lopez","Luis Manuel",775000,0.263681592039801,0.113207547169811,10174,1,8,"Luis Lopez"
"8617","lopezlu02",2001,"MIL","NL",222,60,4,18,14,44,"Luis","Lopez","Luis Manuel",7e+05,0.27027027027027,0.0666666666666667,10175,1,8,"Luis Lopez"
"8618","lopezlu02",2002,"BAL","AL",109,23,2,9,3,20,"Luis","Lopez","Luis Manuel",7e+05,0.211009174311927,0.0869565217391304,10176,1,8,"Luis Lopez"
"8619","lopezlu02",2004,"BAL","AL",88,16,1,8,3,20,"Luis","Lopez","Luis Manuel",365000,0.181818181818182,0.0625,10177,1,8,"Luis Lopez"
"8627","loretma01",1995,"ML4","AL",50,13,1,3,4,7,"Mark","Loretta","Mark David",109000,0.26,0.0769230769230769,10185,1,14,"Mark Loretta"
"8628","loretma01",1996,"ML4","AL",154,43,1,13,14,15,"Mark","Loretta","Mark David",109000,0.279220779220779,0.0232558139534884,10186,1,14,"Mark Loretta"
"8629","loretma01",1997,"ML4","AL",418,120,5,47,47,60,"Mark","Loretta","Mark David",167500,0.287081339712919,0.0416666666666667,10187,1,14,"Mark Loretta"
"8630","loretma01",1998,"MIL","NL",434,137,6,54,42,47,"Mark","Loretta","Mark David",275000,0.315668202764977,0.0437956204379562,10188,1,14,"Mark Loretta"
"8631","loretma01",1999,"MIL","NL",587,170,5,67,52,59,"Mark","Loretta","Mark David",1495000,0.289608177172061,0.0294117647058824,10189,1,14,"Mark Loretta"
"8632","loretma01",2000,"MIL","NL",352,99,7,40,37,38,"Mark","Loretta","Mark David",2500000,0.28125,0.0707070707070707,10190,1,14,"Mark Loretta"
"8633","loretma01",2001,"MIL","NL",384,111,2,29,28,46,"Mark","Loretta","Mark David",3500000,0.2890625,0.018018018018018,10191,1,14,"Mark Loretta"
"8634","loretma01",2003,"SDN","NL",589,185,13,72,54,62,"Mark","Loretta","Mark David",1250000,0.314091680814941,0.0702702702702703,10194,1,14,"Mark Loretta"
"8635","loretma01",2004,"SDN","NL",620,208,16,76,58,45,"Mark","Loretta","Mark David",2500000,0.335483870967742,0.0769230769230769,10195,1,14,"Mark Loretta"
"8636","loretma01",2005,"SDN","NL",404,113,3,38,45,34,"Mark","Loretta","Mark David",2750000,0.27970297029703,0.0265486725663717,10196,1,14,"Mark Loretta"
"8637","loretma01",2006,"BOS","AL",635,181,5,59,49,63,"Mark","Loretta","Mark David",3250000,0.28503937007874,0.0276243093922652,10197,1,14,"Mark Loretta"
"8638","loretma01",2007,"HOU","NL",460,132,4,41,44,41,"Mark","Loretta","Mark David",2500000,0.28695652173913,0.0303030303030303,10198,1,14,"Mark Loretta"
"8639","loretma01",2008,"HOU","NL",261,73,4,38,29,30,"Mark","Loretta","Mark David",2750000,0.279693486590038,0.0547945205479452,10199,1,14,"Mark Loretta"
"8640","loretma01",2009,"LAN","NL",181,42,0,25,20,21,"Mark","Loretta","Mark David",1250000,0.232044198895028,0,10200,1,14,"Mark Loretta"
"8649","lowede01",2002,"BOS","AL",3,1,0,0,1,0,"Derek","Lowe","Derek Christopher",3125000,0.333333333333333,0,10209,1,10,"Derek Lowe"
"8650","lowede01",2004,"BOS","AL",4,1,0,1,0,1,"Derek","Lowe","Derek Christopher",4500000,0.25,0,10210,1,10,"Derek Lowe"
"8651","lowede01",2005,"LAN","NL",65,10,0,4,2,17,"Derek","Lowe","Derek Christopher",7e+06,0.153846153846154,0,10211,1,10,"Derek Lowe"
"8652","lowede01",2006,"LAN","NL",64,6,0,3,4,19,"Derek","Lowe","Derek Christopher",9500000,0.09375,0,10212,1,10,"Derek Lowe"
"8653","lowede01",2007,"LAN","NL",59,7,0,1,5,17,"Derek","Lowe","Derek Christopher",9500000,0.11864406779661,0,10213,1,10,"Derek Lowe"
"8654","lowede01",2008,"LAN","NL",65,9,0,5,3,20,"Derek","Lowe","Derek Christopher",1e+07,0.138461538461538,0,10214,1,10,"Derek Lowe"
"8655","lowede01",2009,"ATL","NL",54,12,0,1,4,16,"Derek","Lowe","Derek Christopher",1.5e+07,0.222222222222222,0,10215,1,10,"Derek Lowe"
"8656","lowede01",2010,"ATL","NL",53,8,0,3,5,14,"Derek","Lowe","Derek Christopher",1.5e+07,0.150943396226415,0,10216,1,10,"Derek Lowe"
"8657","lowede01",2011,"ATL","NL",52,9,1,7,4,18,"Derek","Lowe","Derek Christopher",1.5e+07,0.173076923076923,0.111111111111111,10217,1,10,"Derek Lowe"
"8658","lowede01",2012,"CLE","AL",4,2,0,0,0,0,"Derek","Lowe","Derek Christopher",1.5e+07,0.5,0,10218,1,10,"Derek Lowe"
"8659","lowelmi01",1999,"FLO","NL",308,78,12,47,26,69,"Mike","Lowell","Michael Averett",201000,0.253246753246753,0.153846153846154,10219,1,12,"Mike Lowell"
"8660","lowelmi01",2000,"FLO","NL",508,137,22,91,54,75,"Mike","Lowell","Michael Averett",255000,0.269685039370079,0.160583941605839,10220,1,12,"Mike Lowell"
"8661","lowelmi01",2001,"FLO","NL",551,156,18,100,43,79,"Mike","Lowell","Michael Averett",5e+05,0.283121597096189,0.115384615384615,10221,1,12,"Mike Lowell"
"8662","lowelmi01",2002,"FLO","NL",597,165,24,92,65,92,"Mike","Lowell","Michael Averett",2300000,0.276381909547739,0.145454545454545,10222,1,12,"Mike Lowell"
"8663","lowelmi01",2003,"FLO","NL",492,136,32,105,56,78,"Mike","Lowell","Michael Averett",3700000,0.276422764227642,0.235294117647059,10223,1,12,"Mike Lowell"
"8664","lowelmi01",2004,"FLO","NL",598,175,27,85,64,77,"Mike","Lowell","Michael Averett",6500000,0.292642140468227,0.154285714285714,10224,1,12,"Mike Lowell"
"8665","lowelmi01",2005,"FLO","NL",500,118,8,58,46,58,"Mike","Lowell","Michael Averett",7500000,0.236,0.0677966101694915,10225,1,12,"Mike Lowell"
"8666","lowelmi01",2006,"BOS","AL",573,163,20,80,47,61,"Mike","Lowell","Michael Averett",9e+06,0.284467713787086,0.122699386503067,10226,1,12,"Mike Lowell"
"8667","lowelmi01",2007,"BOS","AL",589,191,21,120,53,71,"Mike","Lowell","Michael Averett",9e+06,0.32427843803056,0.109947643979058,10227,1,12,"Mike Lowell"
"8668","lowelmi01",2008,"BOS","AL",419,115,17,73,38,61,"Mike","Lowell","Michael Averett",12500000,0.274463007159905,0.147826086956522,10228,1,12,"Mike Lowell"
"8669","lowelmi01",2009,"BOS","AL",445,129,17,75,33,61,"Mike","Lowell","Michael Averett",12500000,0.289887640449438,0.131782945736434,10229,1,12,"Mike Lowell"
"8670","lowelmi01",2010,"BOS","AL",218,52,5,26,23,34,"Mike","Lowell","Michael Averett",12500000,0.238532110091743,0.0961538461538462,10230,1,12,"Mike Lowell"
"8674","lowrije01",2009,"BOS","AL",68,10,2,11,6,20,"Jed","Lowrie","Jed Carlson",414000,0.147058823529412,0.2,10234,1,8,"Jed Lowrie"
"8675","lowrije01",2010,"BOS","AL",171,49,9,24,25,25,"Jed","Lowrie","Jed Carlson",434000,0.286549707602339,0.183673469387755,10235,1,8,"Jed Lowrie"
"8676","lowrije01",2011,"BOS","AL",309,78,6,36,23,60,"Jed","Lowrie","Jed Carlson",450000,0.252427184466019,0.0769230769230769,10236,1,8,"Jed Lowrie"
"8677","lowrije01",2012,"HOU","NL",340,83,16,42,43,65,"Jed","Lowrie","Jed Carlson",1150000,0.244117647058824,0.192771084337349,10237,1,8,"Jed Lowrie"
"8678","lowrije01",2013,"OAK","AL",603,175,15,75,50,91,"Jed","Lowrie","Jed Carlson",2400000,0.290215588723051,0.0857142857142857,10238,1,8,"Jed Lowrie"
"8679","lowrije01",2014,"OAK","AL",502,125,6,50,51,79,"Jed","Lowrie","Jed Carlson",5250000,0.249003984063745,0.048,10239,1,8,"Jed Lowrie"
"8680","lowrije01",2015,"HOU","AL",230,51,9,30,28,43,"Jed","Lowrie","Jed Carlson",8e+06,0.221739130434783,0.176470588235294,10240,1,8,"Jed Lowrie"
"8681","lowrije01",2016,"OAK","AL",338,89,2,27,26,65,"Jed","Lowrie","Jed Carlson",7500000,0.263313609467456,0.0224719101123595,10241,1,8,"Jed Lowrie"
"8687","lucrojo01",2011,"MIL","NL",430,114,12,59,29,99,"Jonathan","Lucroy","Jonathan Charles",424000,0.265116279069767,0.105263157894737,10247,1,5,"Jonathan Lucroy"
"8688","lucrojo01",2012,"MIL","NL",316,101,12,58,22,44,"Jonathan","Lucroy","Jonathan Charles",492000,0.319620253164557,0.118811881188119,10248,1,5,"Jonathan Lucroy"
"8689","lucrojo01",2013,"MIL","NL",521,146,18,82,46,69,"Jonathan","Lucroy","Jonathan Charles",850000,0.280230326295585,0.123287671232877,10249,1,5,"Jonathan Lucroy"
"8690","lucrojo01",2014,"MIL","NL",585,176,13,69,66,71,"Jonathan","Lucroy","Jonathan Charles",2e+06,0.300854700854701,0.0738636363636364,10250,1,5,"Jonathan Lucroy"
"8691","lucrojo01",2015,"MIL","NL",371,98,7,43,36,64,"Jonathan","Lucroy","Jonathan Charles",3e+06,0.264150943396226,0.0714285714285714,10251,1,5,"Jonathan Lucroy"
"8693","ludwiry01",2004,"CLE","AL",50,11,2,4,2,14,"Ryan","Ludwick","Ryan Andrew",304700,0.22,0.181818181818182,10255,1,7,"Ryan Ludwick"
"8694","ludwiry01",2005,"CLE","AL",41,9,4,5,7,13,"Ryan","Ludwick","Ryan Andrew",317500,0.219512195121951,0.444444444444444,10256,1,7,"Ryan Ludwick"
"8695","ludwiry01",2008,"SLN","NL",538,161,37,113,62,146,"Ryan","Ludwick","Ryan Andrew",411000,0.299256505576208,0.229813664596273,10257,1,7,"Ryan Ludwick"
"8696","ludwiry01",2009,"SLN","NL",486,129,22,97,41,106,"Ryan","Ludwick","Ryan Andrew",3700000,0.265432098765432,0.170542635658915,10258,1,7,"Ryan Ludwick"
"8697","ludwiry01",2012,"CIN","NL",422,116,26,80,42,97,"Ryan","Ludwick","Ryan Andrew",2e+06,0.274881516587678,0.224137931034483,10263,1,7,"Ryan Ludwick"
"8698","ludwiry01",2013,"CIN","NL",129,31,2,12,10,29,"Ryan","Ludwick","Ryan Andrew",2e+06,0.24031007751938,0.0645161290322581,10264,1,7,"Ryan Ludwick"
"8699","ludwiry01",2014,"CIN","NL",357,87,9,45,31,94,"Ryan","Ludwick","Ryan Andrew",8500000,0.243697478991597,0.103448275862069,10265,1,7,"Ryan Ludwick"
"8703","lugoju01",2001,"HOU","NL",513,135,10,37,46,116,"Julio","Lugo","Julio Cesar",245000,0.263157894736842,0.0740740740740741,10269,1,7,"Julio Lugo"
"8704","lugoju01",2002,"HOU","NL",322,84,8,35,28,74,"Julio","Lugo","Julio Cesar",325000,0.260869565217391,0.0952380952380952,10270,1,7,"Julio Lugo"
"8705","lugoju01",2004,"TBA","AL",581,160,7,75,54,106,"Julio","Lugo","Julio Cesar",1750000,0.275387263339071,0.04375,10273,1,7,"Julio Lugo"
"8706","lugoju01",2005,"TBA","AL",616,182,6,57,61,72,"Julio","Lugo","Julio Cesar",3250000,0.295454545454545,0.032967032967033,10274,1,7,"Julio Lugo"
"8707","lugoju01",2007,"BOS","AL",570,135,8,73,48,82,"Julio","Lugo","Julio Cesar",8250000,0.236842105263158,0.0592592592592593,10277,1,7,"Julio Lugo"
"8708","lugoju01",2008,"BOS","AL",261,70,1,22,34,51,"Julio","Lugo","Julio Cesar",9250000,0.268199233716475,0.0142857142857143,10278,1,7,"Julio Lugo"
"8709","lugoju01",2010,"BAL","AL",241,60,0,20,15,50,"Julio","Lugo","Julio Cesar",9250000,0.24896265560166,0,10281,1,7,"Julio Lugo"
"8720","lynnfr01",1985,"BAL","AL",448,118,23,68,53,100,"Fred","Lynn","Fredric Michael",1090000,0.263392857142857,0.194915254237288,10296,1,5,"Fred Lynn"
"8721","lynnfr01",1986,"BAL","AL",397,114,23,67,53,59,"Fred","Lynn","Fredric Michael",1190000,0.287153652392947,0.201754385964912,10297,1,5,"Fred Lynn"
"8722","lynnfr01",1987,"BAL","AL",396,100,23,60,39,72,"Fred","Lynn","Fredric Michael",1340000,0.252525252525253,0.23,10298,1,5,"Fred Lynn"
"8723","lynnfr01",1989,"DET","AL",353,85,11,46,47,71,"Fred","Lynn","Fredric Michael",1590000,0.240793201133144,0.129411764705882,10301,1,5,"Fred Lynn"
"8724","lynnfr01",1990,"SDN","NL",196,47,6,23,22,44,"Fred","Lynn","Fredric Michael",650000,0.239795918367347,0.127659574468085,10302,1,5,"Fred Lynn"
"8741","mabryjo01",1994,"SLN","NL",23,7,0,3,2,4,"John","Mabry","John Steven",109000,0.304347826086957,0,10324,1,10,"John Mabry"
"8742","mabryjo01",1995,"SLN","NL",388,119,5,41,24,45,"John","Mabry","John Steven",109000,0.306701030927835,0.0420168067226891,10325,1,10,"John Mabry"
"8743","mabryjo01",1996,"SLN","NL",543,161,13,74,37,84,"John","Mabry","John Steven",2e+05,0.296500920810313,0.0807453416149068,10326,1,10,"John Mabry"
"8744","mabryjo01",1997,"SLN","NL",388,110,5,36,39,77,"John","Mabry","John Steven",390000,0.283505154639175,0.0454545454545455,10327,1,10,"John Mabry"
"8745","mabryjo01",1998,"SLN","NL",377,94,9,46,30,76,"John","Mabry","John Steven",1400000,0.249336870026525,0.0957446808510638,10328,1,10,"John Mabry"
"8746","mabryjo01",1999,"SEA","AL",262,64,9,33,20,60,"John","Mabry","John Steven",1400000,0.244274809160305,0.140625,10329,1,10,"John Mabry"
"8747","mabryjo01",2003,"SEA","AL",104,22,3,16,15,21,"John","Mabry","John Steven",6e+05,0.211538461538462,0.136363636363636,10334,1,10,"John Mabry"
"8748","mabryjo01",2005,"SLN","NL",246,59,8,32,20,63,"John","Mabry","John Steven",725000,0.239837398373984,0.135593220338983,10335,1,10,"John Mabry"
"8749","mabryjo01",2006,"CHN","NL",210,43,5,25,23,57,"John","Mabry","John Steven",1075000,0.204761904761905,0.116279069767442,10336,1,10,"John Mabry"
"8750","mabryjo01",2007,"COL","NL",34,4,1,5,5,10,"John","Mabry","John Steven",750000,0.117647058823529,0.25,10337,1,10,"John Mabry"
"8751","macfami01",1988,"KCA","AL",211,56,4,26,21,37,"Mike","Macfarlane","Michael Andrew",62500,0.265402843601896,0.0714285714285714,10338,1,11,"Mike Macfarlane"
"8752","macfami01",1989,"KCA","AL",157,35,2,19,7,27,"Mike","Macfarlane","Michael Andrew",70500,0.222929936305732,0.0571428571428571,10339,1,11,"Mike Macfarlane"
"8753","macfami01",1990,"KCA","AL",400,102,6,58,25,69,"Mike","Macfarlane","Michael Andrew",105000,0.255,0.0588235294117647,10340,1,11,"Mike Macfarlane"
"8754","macfami01",1991,"KCA","AL",267,74,13,41,17,52,"Mike","Macfarlane","Michael Andrew",280000,0.277153558052434,0.175675675675676,10341,1,11,"Mike Macfarlane"
"8755","macfami01",1992,"KCA","AL",402,94,17,48,30,89,"Mike","Macfarlane","Michael Andrew",740000,0.233830845771144,0.180851063829787,10342,1,11,"Mike Macfarlane"
"8756","macfami01",1993,"KCA","AL",388,106,20,67,40,83,"Mike","Macfarlane","Michael Andrew",1175000,0.27319587628866,0.188679245283019,10343,1,11,"Mike Macfarlane"
"8757","macfami01",1994,"KCA","AL",314,80,14,47,35,71,"Mike","Macfarlane","Michael Andrew",2600000,0.254777070063694,0.175,10344,1,11,"Mike Macfarlane"
"8758","macfami01",1995,"BOS","AL",364,82,15,51,38,78,"Mike","Macfarlane","Michael Andrew",1725000,0.225274725274725,0.182926829268293,10345,1,11,"Mike Macfarlane"
"8759","macfami01",1996,"KCA","AL",379,104,19,54,31,57,"Mike","Macfarlane","Michael Andrew",850000,0.274406332453826,0.182692307692308,10346,1,11,"Mike Macfarlane"
"8760","macfami01",1997,"KCA","AL",257,61,8,35,24,47,"Mike","Macfarlane","Michael Andrew",887500,0.237354085603113,0.131147540983607,10347,1,11,"Mike Macfarlane"
"8761","macfami01",1999,"OAK","AL",226,55,4,31,13,52,"Mike","Macfarlane","Michael Andrew",6e+05,0.243362831858407,0.0727272727272727,10350,1,11,"Mike Macfarlane"
"8773","mackoro01",2002,"PIT","NL",385,94,16,48,42,120,"Rob","Mackowiak","Robert William",227000,0.244155844155844,0.170212765957447,10366,1,6,"Rob Mackowiak"
"8774","mackoro01",2003,"PIT","NL",174,47,6,19,15,53,"Rob","Mackowiak","Robert William",322000,0.270114942528736,0.127659574468085,10367,1,6,"Rob Mackowiak"
"8775","mackoro01",2004,"PIT","NL",491,121,17,75,50,114,"Rob","Mackowiak","Robert William",335000,0.246435845213849,0.140495867768595,10368,1,6,"Rob Mackowiak"
"8776","mackoro01",2005,"PIT","NL",463,126,9,58,43,100,"Rob","Mackowiak","Robert William",1500000,0.272138228941685,0.0714285714285714,10369,1,6,"Rob Mackowiak"
"8777","mackoro01",2006,"CHA","AL",255,74,5,23,28,59,"Rob","Mackowiak","Robert William",2250000,0.290196078431373,0.0675675675675676,10370,1,6,"Rob Mackowiak"
"8778","mackoro01",2008,"WAS","NL",53,7,1,4,8,17,"Rob","Mackowiak","Robert William",1500000,0.132075471698113,0.142857142857143,10373,1,6,"Rob Mackowiak"
"8779","macksh01",1987,"SDN","NL",238,57,4,25,18,47,"Shane","Mack","Shane Lee",62500,0.239495798319328,0.0701754385964912,10374,1,9,"Shane Mack"
