"","playerID","yearID","teamID.x","lgID.x","AB","H","HR","RBI","BB","SO","nameFirst","nameLast","nameGiven","salary","HperAB","HRperH","recordID","count","playerCount","fullName"
"8780","macksh01",1988,"SDN","NL",119,29,0,12,14,21,"Shane","Mack","Shane Lee",73500,0.243697478991597,0,10375,1,9,"Shane Mack"
"8781","macksh01",1990,"MIN","AL",313,102,8,44,29,69,"Shane","Mack","Shane Lee",105000,0.325878594249201,0.0784313725490196,10376,1,9,"Shane Mack"
"8782","macksh01",1991,"MIN","AL",442,137,18,74,34,79,"Shane","Mack","Shane Lee",270000,0.309954751131222,0.131386861313869,10377,1,9,"Shane Mack"
"8783","macksh01",1992,"MIN","AL",600,189,16,75,64,106,"Shane","Mack","Shane Lee",1075000,0.315,0.0846560846560847,10378,1,9,"Shane Mack"
"8784","macksh01",1993,"MIN","AL",503,139,10,61,41,76,"Shane","Mack","Shane Lee",3050000,0.276341948310139,0.0719424460431655,10379,1,9,"Shane Mack"
"8785","macksh01",1994,"MIN","AL",303,101,15,61,32,51,"Shane","Mack","Shane Lee",3250000,0.333333333333333,0.148514851485149,10380,1,9,"Shane Mack"
"8786","macksh01",1997,"BOS","AL",130,41,3,17,9,24,"Shane","Mack","Shane Lee",1850000,0.315384615384615,0.0731707317073171,10381,1,9,"Shane Mack"
"8787","macksh01",1998,"KCA","AL",207,58,6,29,15,36,"Shane","Mack","Shane Lee",450000,0.280193236714976,0.103448275862069,10382,1,9,"Shane Mack"
"8789","maddugr01",1988,"CHN","NL",96,19,0,5,0,22,"Greg","Maddux","Gregory Alan",82500,0.197916666666667,0,10384,1,19,"Greg Maddux"
"8790","maddugr01",1989,"CHN","NL",81,17,0,4,1,22,"Greg","Maddux","Gregory Alan",275000,0.209876543209877,0,10385,1,19,"Greg Maddux"
"8791","maddugr01",1990,"CHN","NL",83,12,0,3,2,25,"Greg","Maddux","Gregory Alan",437500,0.144578313253012,0,10386,1,19,"Greg Maddux"
"8792","maddugr01",1991,"CHN","NL",88,18,1,7,2,24,"Greg","Maddux","Gregory Alan",2400000,0.204545454545455,0.0555555555555556,10387,1,19,"Greg Maddux"
"8793","maddugr01",1992,"CHN","NL",88,15,1,8,1,22,"Greg","Maddux","Gregory Alan",4200000,0.170454545454545,0.0666666666666667,10388,1,19,"Greg Maddux"
"8794","maddugr01",1993,"ATL","NL",91,15,0,4,1,32,"Greg","Maddux","Gregory Alan",5875000,0.164835164835165,0,10389,1,19,"Greg Maddux"
"8795","maddugr01",1994,"ATL","NL",63,14,0,2,1,19,"Greg","Maddux","Gregory Alan",4975000,0.222222222222222,0,10390,1,19,"Greg Maddux"
"8796","maddugr01",1995,"ATL","NL",72,11,0,0,3,22,"Greg","Maddux","Gregory Alan",6500000,0.152777777777778,0,10391,1,19,"Greg Maddux"
"8797","maddugr01",1996,"ATL","NL",68,10,0,2,3,12,"Greg","Maddux","Gregory Alan",6675000,0.147058823529412,0,10392,1,19,"Greg Maddux"
"8798","maddugr01",1997,"ATL","NL",67,7,0,4,5,21,"Greg","Maddux","Gregory Alan",6775000,0.104477611940299,0,10393,1,19,"Greg Maddux"
"8799","maddugr01",1998,"ATL","NL",75,18,0,4,4,18,"Greg","Maddux","Gregory Alan",9600000,0.24,0,10394,1,19,"Greg Maddux"
"8800","maddugr01",1999,"ATL","NL",64,11,2,7,1,18,"Greg","Maddux","Gregory Alan",10600000,0.171875,0.181818181818182,10395,1,19,"Greg Maddux"
"8801","maddugr01",2000,"ATL","NL",80,15,0,5,2,19,"Greg","Maddux","Gregory Alan",11100000,0.1875,0,10396,1,19,"Greg Maddux"
"8802","maddugr01",2001,"ATL","NL",64,12,0,3,2,19,"Greg","Maddux","Gregory Alan",12500000,0.1875,0,10397,1,19,"Greg Maddux"
"8803","maddugr01",2002,"ATL","NL",59,11,0,2,0,8,"Greg","Maddux","Gregory Alan",13100000,0.186440677966102,0,10398,1,19,"Greg Maddux"
"8804","maddugr01",2003,"ATL","NL",68,10,0,2,1,21,"Greg","Maddux","Gregory Alan",14750000,0.147058823529412,0,10399,1,19,"Greg Maddux"
"8805","maddugr01",2004,"CHN","NL",69,11,0,5,1,12,"Greg","Maddux","Gregory Alan",6e+06,0.159420289855072,0,10400,1,19,"Greg Maddux"
"8806","maddugr01",2005,"CHN","NL",76,13,1,5,0,15,"Greg","Maddux","Gregory Alan",9e+06,0.171052631578947,0.0769230769230769,10401,1,19,"Greg Maddux"
"8807","maddugr01",2007,"SDN","NL",62,9,0,0,1,19,"Greg","Maddux","Gregory Alan",1e+07,0.145161290322581,0,10404,1,19,"Greg Maddux"
"8817","magadda01",1987,"NYN","NL",192,61,3,24,22,22,"Dave","Magadan","David Joseph",62500,0.317708333333333,0.0491803278688525,10420,1,14,"Dave Magadan"
"8818","magadda01",1988,"NYN","NL",314,87,1,35,60,39,"Dave","Magadan","David Joseph",112500,0.277070063694268,0.0114942528735632,10421,1,14,"Dave Magadan"
"8819","magadda01",1989,"NYN","NL",374,107,4,41,49,37,"Dave","Magadan","David Joseph",170000,0.286096256684492,0.0373831775700935,10422,1,14,"Dave Magadan"
"8820","magadda01",1990,"NYN","NL",451,148,6,72,74,55,"Dave","Magadan","David Joseph",395000,0.328159645232816,0.0405405405405405,10423,1,14,"Dave Magadan"
"8821","magadda01",1991,"NYN","NL",418,108,4,51,83,50,"Dave","Magadan","David Joseph",1250000,0.258373205741627,0.037037037037037,10424,1,14,"Dave Magadan"
"8822","magadda01",1992,"NYN","NL",321,91,3,28,56,44,"Dave","Magadan","David Joseph",1393750,0.283489096573209,0.032967032967033,10425,1,14,"Dave Magadan"
"8823","magadda01",1994,"FLO","NL",211,58,1,17,39,25,"Dave","Magadan","David Joseph",850000,0.274881516587678,0.0172413793103448,10428,1,14,"Dave Magadan"
"8824","magadda01",1995,"HOU","NL",348,109,2,51,71,56,"Dave","Magadan","David Joseph",360000,0.313218390804598,0.018348623853211,10429,1,14,"Dave Magadan"
"8825","magadda01",1996,"CHN","NL",169,43,3,17,29,23,"Dave","Magadan","David Joseph",5e+05,0.254437869822485,0.0697674418604651,10430,1,14,"Dave Magadan"
"8826","magadda01",1997,"OAK","AL",271,82,4,30,50,40,"Dave","Magadan","David Joseph",255000,0.302583025830258,0.0487804878048781,10431,1,14,"Dave Magadan"
"8827","magadda01",1998,"OAK","AL",109,35,1,13,13,12,"Dave","Magadan","David Joseph",475000,0.321100917431193,0.0285714285714286,10432,1,14,"Dave Magadan"
"8828","magadda01",1999,"SDN","NL",248,68,2,30,45,36,"Dave","Magadan","David Joseph",575000,0.274193548387097,0.0294117647058824,10433,1,14,"Dave Magadan"
"8829","magadda01",2000,"SDN","NL",132,36,2,21,32,23,"Dave","Magadan","David Joseph",775000,0.272727272727273,0.0555555555555556,10434,1,14,"Dave Magadan"
"8830","magadda01",2001,"SDN","NL",128,32,1,12,12,20,"Dave","Magadan","David Joseph",575000,0.25,0.03125,10435,1,14,"Dave Magadan"
"8831","mageewe01",1996,"PHI","NL",142,29,2,14,9,33,"Wendell","Magee","Wendell Errol",109000,0.204225352112676,0.0689655172413793,10436,1,6,"Wendell Magee"
"8832","mageewe01",1997,"PHI","NL",115,23,1,9,9,20,"Wendell","Magee","Wendell Errol",150000,0.2,0.0434782608695652,10437,1,6,"Wendell Magee"
"8833","mageewe01",1998,"PHI","NL",75,22,1,11,7,11,"Wendell","Magee","Wendell Errol",170000,0.293333333333333,0.0454545454545455,10438,1,6,"Wendell Magee"
"8834","mageewe01",2000,"DET","AL",186,51,7,31,10,28,"Wendell","Magee","Wendell Errol",205000,0.274193548387097,0.137254901960784,10439,1,6,"Wendell Magee"
"8835","mageewe01",2001,"DET","AL",207,44,5,17,23,44,"Wendell","Magee","Wendell Errol",275000,0.21256038647343,0.113636363636364,10440,1,6,"Wendell Magee"
"8836","mageewe01",2002,"DET","AL",347,94,6,35,10,64,"Wendell","Magee","Wendell Errol",425000,0.270893371757925,0.0638297872340425,10441,1,6,"Wendell Magee"
"8838","magrajo01",1987,"SLN","NL",52,7,1,3,4,22,"Joe","Magrane","Joseph David",62500,0.134615384615385,0.142857142857143,10443,1,6,"Joe Magrane"
"8839","magrajo01",1988,"SLN","NL",48,8,1,3,1,18,"Joe","Magrane","Joseph David",1e+05,0.166666666666667,0.125,10444,1,6,"Joe Magrane"
"8840","magrajo01",1989,"SLN","NL",80,11,1,4,4,18,"Joe","Magrane","Joseph David",320000,0.1375,0.0909090909090909,10445,1,6,"Joe Magrane"
"8841","magrajo01",1990,"SLN","NL",55,7,0,0,3,19,"Joe","Magrane","Joseph David",3e+05,0.127272727272727,0,10446,1,6,"Joe Magrane"
"8842","magrajo01",1992,"SLN","NL",10,2,1,2,0,2,"Joe","Magrane","Joseph David",820000,0.2,0.5,10447,1,6,"Joe Magrane"
"8843","magrajo01",1993,"SLN","NL",35,4,0,1,1,20,"Joe","Magrane","Joseph David",738000,0.114285714285714,0,10448,1,6,"Joe Magrane"
"8846","mahleri01",1985,"ATL","NL",90,14,0,8,3,18,"Rick","Mahler","Richard Keith",407500,0.155555555555556,0,10451,1,6,"Rick Mahler"
"8847","mahleri01",1986,"ATL","NL",83,16,0,7,4,14,"Rick","Mahler","Richard Keith",687500,0.192771084337349,0,10452,1,6,"Rick Mahler"
"8848","mahleri01",1987,"ATL","NL",65,11,0,5,2,19,"Rick","Mahler","Richard Keith",695000,0.169230769230769,0,10453,1,6,"Rick Mahler"
"8849","mahleri01",1988,"ATL","NL",72,9,0,5,0,20,"Rick","Mahler","Richard Keith",737500,0.125,0,10454,1,6,"Rick Mahler"
"8850","mahleri01",1989,"CIN","NL",62,11,0,1,4,8,"Rick","Mahler","Richard Keith",790000,0.17741935483871,0,10455,1,6,"Rick Mahler"
"8851","mahleri01",1990,"CIN","NL",35,4,0,2,1,4,"Rick","Mahler","Richard Keith",790000,0.114285714285714,0,10456,1,6,"Rick Mahler"
"8852","maholpa01",2006,"PIT","NL",55,6,0,2,3,31,"Paul","Maholm","Paul Gurner",328000,0.109090909090909,0,10457,1,7,"Paul Maholm"
"8853","maholpa01",2007,"PIT","NL",59,11,0,5,1,29,"Paul","Maholm","Paul Gurner",403000,0.186440677966102,0,10458,1,7,"Paul Maholm"
"8854","maholpa01",2008,"PIT","NL",65,8,0,3,6,28,"Paul","Maholm","Paul Gurner",424500,0.123076923076923,0,10459,1,7,"Paul Maholm"
"8855","maholpa01",2009,"PIT","NL",58,4,1,2,3,36,"Paul","Maholm","Paul Gurner",2500000,0.0689655172413793,0.25,10460,1,7,"Paul Maholm"
"8856","maholpa01",2010,"PIT","NL",56,5,0,0,2,31,"Paul","Maholm","Paul Gurner",5e+06,0.0892857142857143,0,10461,1,7,"Paul Maholm"
"8857","maholpa01",2011,"PIT","NL",46,5,0,1,3,22,"Paul","Maholm","Paul Gurner",6250000,0.108695652173913,0,10462,1,7,"Paul Maholm"
"8858","maholpa01",2013,"ATL","NL",52,7,0,2,1,25,"Paul","Maholm","Paul Gurner",6500000,0.134615384615385,0,10465,1,7,"Paul Maholm"
"8869","maldoca01",1985,"LAN","NL",213,48,5,19,19,40,"Candy","Maldonado","Candido",140000,0.225352112676056,0.104166666666667,10476,1,8,"Candy Maldonado"
"8870","maldoca01",1986,"SFN","NL",405,102,18,85,20,77,"Candy","Maldonado","Candido",450000,0.251851851851852,0.176470588235294,10477,1,8,"Candy Maldonado"
"8871","maldoca01",1987,"SFN","NL",442,129,20,85,34,78,"Candy","Maldonado","Candido",415000,0.29185520361991,0.155038759689922,10478,1,8,"Candy Maldonado"
"8872","maldoca01",1988,"SFN","NL",499,127,12,68,37,89,"Candy","Maldonado","Candido",750000,0.254509018036072,0.094488188976378,10479,1,8,"Candy Maldonado"
"8873","maldoca01",1989,"SFN","NL",345,75,9,41,37,69,"Candy","Maldonado","Candido",9e+05,0.217391304347826,0.12,10480,1,8,"Candy Maldonado"
"8874","maldoca01",1990,"CLE","AL",590,161,22,95,49,134,"Candy","Maldonado","Candido",825000,0.272881355932203,0.136645962732919,10481,1,8,"Candy Maldonado"
"8875","maldoca01",1992,"TOR","AL",489,133,20,66,59,112,"Candy","Maldonado","Candido",1375000,0.2719836400818,0.150375939849624,10484,1,8,"Candy Maldonado"
"8876","maldoca01",1994,"CLE","AL",92,18,5,12,19,31,"Candy","Maldonado","Candido",1650000,0.195652173913043,0.277777777777778,10487,1,8,"Candy Maldonado"
"8890","mantoje01",1990,"CLE","AL",76,17,2,14,21,18,"Jeff","Manto","Jeffrey Paul",1e+05,0.223684210526316,0.117647058823529,10507,1,5,"Jeff Manto"
"8891","mantoje01",1991,"CLE","AL",128,27,2,13,14,22,"Jeff","Manto","Jeffrey Paul",110000,0.2109375,0.0740740740740741,10508,1,5,"Jeff Manto"
"8892","mantoje01",1995,"BAL","AL",254,65,17,38,24,69,"Jeff","Manto","Jeffrey Paul",140000,0.255905511811024,0.261538461538462,10509,1,5,"Jeff Manto"
"8893","mantoje01",1997,"CLE","AL",30,8,2,7,1,10,"Jeff","Manto","Jeffrey Paul",240000,0.266666666666667,0.25,10513,1,5,"Jeff Manto"
"8894","mantoje01",2000,"COL","NL",5,4,1,4,2,0,"Jeff","Manto","Jeffrey Paul",450000,0.8,0.25,10517,1,5,"Jeff Manto"
"8895","manwaki01",1989,"SFN","NL",200,42,0,18,11,28,"Kirt","Manwaring","Kirt Dean",78000,0.21,0,10518,1,10,"Kirt Manwaring"
"8896","manwaki01",1990,"SFN","NL",13,2,0,1,0,3,"Kirt","Manwaring","Kirt Dean",150000,0.153846153846154,0,10519,1,10,"Kirt Manwaring"
"8897","manwaki01",1991,"SFN","NL",178,40,0,19,9,22,"Kirt","Manwaring","Kirt Dean",150000,0.224719101123595,0,10520,1,10,"Kirt Manwaring"
"8898","manwaki01",1992,"SFN","NL",349,85,4,26,29,42,"Kirt","Manwaring","Kirt Dean",360000,0.243553008595989,0.0470588235294118,10521,1,10,"Kirt Manwaring"
"8899","manwaki01",1993,"SFN","NL",432,119,5,49,41,76,"Kirt","Manwaring","Kirt Dean",765000,0.275462962962963,0.0420168067226891,10522,1,10,"Kirt Manwaring"
"8900","manwaki01",1994,"SFN","NL",316,79,1,29,25,50,"Kirt","Manwaring","Kirt Dean",1800000,0.25,0.0126582278481013,10523,1,10,"Kirt Manwaring"
"8901","manwaki01",1995,"SFN","NL",379,95,4,36,27,72,"Kirt","Manwaring","Kirt Dean",1800000,0.25065963060686,0.0421052631578947,10524,1,10,"Kirt Manwaring"
"8902","manwaki01",1997,"COL","NL",337,76,1,27,30,78,"Kirt","Manwaring","Kirt Dean",1675000,0.225519287833828,0.0131578947368421,10527,1,10,"Kirt Manwaring"
"8903","manwaki01",1998,"COL","NL",291,72,2,26,38,49,"Kirt","Manwaring","Kirt Dean",2150000,0.247422680412371,0.0277777777777778,10528,1,10,"Kirt Manwaring"
"8904","manwaki01",1999,"COL","NL",137,41,2,14,12,23,"Kirt","Manwaring","Kirt Dean",7e+05,0.299270072992701,0.0487804878048781,10529,1,10,"Kirt Manwaring"
"8915","markani01",2006,"BAL","AL",491,143,16,62,43,72,"Nick","Markakis","Nicholas William",327000,0.291242362525458,0.111888111888112,10542,1,11,"Nick Markakis"
"8916","markani01",2007,"BAL","AL",637,191,23,112,61,112,"Nick","Markakis","Nicholas William",4e+05,0.299843014128728,0.120418848167539,10543,1,11,"Nick Markakis"
"8917","markani01",2008,"BAL","AL",595,182,20,87,99,113,"Nick","Markakis","Nicholas William",455000,0.305882352941176,0.10989010989011,10544,1,11,"Nick Markakis"
"8918","markani01",2009,"BAL","AL",642,188,18,101,56,98,"Nick","Markakis","Nicholas William",3350000,0.292834890965732,0.0957446808510638,10545,1,11,"Nick Markakis"
"8919","markani01",2010,"BAL","AL",629,187,12,60,73,93,"Nick","Markakis","Nicholas William",7100000,0.297297297297297,0.0641711229946524,10546,1,11,"Nick Markakis"
"8920","markani01",2011,"BAL","AL",641,182,15,73,62,75,"Nick","Markakis","Nicholas William",10600000,0.28393135725429,0.0824175824175824,10547,1,11,"Nick Markakis"
"8921","markani01",2012,"BAL","AL",420,125,13,54,42,51,"Nick","Markakis","Nicholas William",12350000,0.297619047619048,0.104,10548,1,11,"Nick Markakis"
"8922","markani01",2013,"BAL","AL",634,172,10,59,55,76,"Nick","Markakis","Nicholas William",15350000,0.271293375394322,0.0581395348837209,10549,1,11,"Nick Markakis"
"8923","markani01",2014,"BAL","AL",642,177,14,50,62,84,"Nick","Markakis","Nicholas William",1.5e+07,0.275700934579439,0.0790960451977401,10550,1,11,"Nick Markakis"
"8924","markani01",2015,"ATL","NL",612,181,3,53,70,83,"Nick","Markakis","Nicholas William",1.1e+07,0.295751633986928,0.0165745856353591,10551,1,11,"Nick Markakis"
"8925","markani01",2016,"ATL","NL",599,161,13,89,71,101,"Nick","Markakis","Nicholas William",1.1e+07,0.268781302170284,0.0807453416149068,10552,1,11,"Nick Markakis"
"8928","marquja01",2001,"ATL","NL",31,1,0,0,2,10,"Jason","Marquis","Jason Scott",205000,0.032258064516129,0,10557,1,13,"Jason Marquis"
"8929","marquja01",2002,"ATL","NL",38,5,1,1,0,16,"Jason","Marquis","Jason Scott",230000,0.131578947368421,0.2,10558,1,13,"Jason Marquis"
"8930","marquja01",2003,"ATL","NL",2,1,0,1,0,0,"Jason","Marquis","Jason Scott",368000,0.5,0,10559,1,13,"Jason Marquis"
"8931","marquja01",2004,"SLN","NL",72,21,0,9,1,17,"Jason","Marquis","Jason Scott",525000,0.291666666666667,0,10560,1,13,"Jason Marquis"
"8932","marquja01",2005,"SLN","NL",87,27,1,10,2,11,"Jason","Marquis","Jason Scott",3e+06,0.310344827586207,0.037037037037037,10561,1,13,"Jason Marquis"
"8933","marquja01",2006,"SLN","NL",78,14,0,5,2,14,"Jason","Marquis","Jason Scott",5150000,0.179487179487179,0,10562,1,13,"Jason Marquis"
"8934","marquja01",2007,"CHN","NL",72,10,1,4,1,24,"Jason","Marquis","Jason Scott",4750000,0.138888888888889,0.1,10563,1,13,"Jason Marquis"
"8935","marquja01",2008,"CHN","NL",59,12,2,10,3,17,"Jason","Marquis","Jason Scott",6375000,0.203389830508475,0.166666666666667,10564,1,13,"Jason Marquis"
"8936","marquja01",2009,"COL","NL",64,11,0,8,2,14,"Jason","Marquis","Jason Scott",9875000,0.171875,0,10565,1,13,"Jason Marquis"
"8937","marquja01",2010,"WAS","NL",22,3,0,2,0,2,"Jason","Marquis","Jason Scott",7500000,0.136363636363636,0,10566,1,13,"Jason Marquis"
"8938","marquja01",2011,"WAS","NL",42,8,0,3,0,13,"Jason","Marquis","Jason Scott",7500000,0.19047619047619,0,10567,1,13,"Jason Marquis"
"8939","marquja01",2013,"SDN","NL",42,5,0,2,0,12,"Jason","Marquis","Jason Scott",3e+06,0.119047619047619,0,10568,1,13,"Jason Marquis"
"8940","marquja01",2015,"CIN","NL",16,3,0,1,0,4,"Jason","Marquis","Jason Scott",1500000,0.1875,0,10569,1,13,"Jason Marquis"
"8941","marreel01",1998,"SLN","NL",254,62,4,20,28,42,"Eli","Marrero","Elieser",172500,0.244094488188976,0.0645161290322581,10570,1,7,"Eli Marrero"
"8942","marreel01",1999,"SLN","NL",317,61,6,34,18,56,"Eli","Marrero","Elieser",210000,0.192429022082019,0.0983606557377049,10571,1,7,"Eli Marrero"
"8943","marreel01",2000,"SLN","NL",102,23,5,17,9,16,"Eli","Marrero","Elieser",240000,0.225490196078431,0.217391304347826,10572,1,7,"Eli Marrero"
"8944","marreel01",2001,"SLN","NL",203,54,6,23,15,36,"Eli","Marrero","Elieser",375000,0.266009852216749,0.111111111111111,10573,1,7,"Eli Marrero"
"8945","marreel01",2002,"SLN","NL",397,104,18,66,40,72,"Eli","Marrero","Elieser",850000,0.261964735516373,0.173076923076923,10574,1,7,"Eli Marrero"
"8946","marreel01",2003,"SLN","NL",107,24,2,20,7,18,"Eli","Marrero","Elieser",1500000,0.224299065420561,0.0833333333333333,10575,1,7,"Eli Marrero"
"8947","marreel01",2004,"ATL","NL",250,80,10,40,23,50,"Eli","Marrero","Elieser",3e+06,0.32,0.125,10576,1,7,"Eli Marrero"
"8948","marshmi02",1985,"LAN","NL",518,152,28,95,37,137,"Mike","Marshall","Michael Allen",333000,0.293436293436293,0.184210526315789,10581,1,6,"Mike Marshall"
"8949","marshmi02",1986,"LAN","NL",330,77,19,53,27,90,"Mike","Marshall","Michael Allen",650000,0.233333333333333,0.246753246753247,10582,1,6,"Mike Marshall"
"8950","marshmi02",1987,"LAN","NL",402,118,16,72,18,79,"Mike","Marshall","Michael Allen",670000,0.293532338308458,0.135593220338983,10583,1,6,"Mike Marshall"
"8951","marshmi02",1988,"LAN","NL",542,150,20,82,24,93,"Mike","Marshall","Michael Allen",760000,0.276752767527675,0.133333333333333,10584,1,6,"Mike Marshall"
"8952","marshmi02",1989,"LAN","NL",377,98,11,42,33,78,"Mike","Marshall","Michael Allen",1100000,0.259946949602122,0.112244897959184,10585,1,6,"Mike Marshall"
"8953","marshmi02",1991,"BOS","AL",62,18,1,7,0,19,"Mike","Marshall","Michael Allen",1300000,0.290322580645161,0.0555555555555556,10588,1,6,"Mike Marshall"
"8969","martial03",1993,"PIT","NL",480,135,18,64,42,122,"Al","Martin","Albert Lee",109000,0.28125,0.133333333333333,10604,1,9,"Al Martin"
"8970","martial03",1994,"PIT","NL",276,79,9,33,34,56,"Al","Martin","Albert Lee",192500,0.286231884057971,0.113924050632911,10605,1,9,"Al Martin"
"8971","martial03",1995,"PIT","NL",439,124,13,41,44,92,"Al","Martin","Albert Lee",375000,0.28246013667426,0.104838709677419,10606,1,9,"Al Martin"
"8972","martial03",1996,"PIT","NL",630,189,18,72,54,116,"Al","Martin","Albert Lee",5e+05,0.3,0.0952380952380952,10607,1,9,"Al Martin"
"8973","martial03",1997,"PIT","NL",423,123,13,59,45,83,"Al","Martin","Albert Lee",2266667,0.290780141843972,0.105691056910569,10608,1,9,"Al Martin"
"8974","martial03",1998,"PIT","NL",440,105,12,47,32,91,"Al","Martin","Albert Lee",2600000,0.238636363636364,0.114285714285714,10609,1,9,"Al Martin"
"8975","martial03",1999,"PIT","NL",541,150,24,63,49,119,"Al","Martin","Albert Lee",2700000,0.277264325323475,0.16,10610,1,9,"Al Martin"
"8976","martial03",2001,"SEA","AL",283,68,7,42,37,59,"Al","Martin","Albert Lee",5e+06,0.240282685512367,0.102941176470588,10613,1,9,"Al Martin"
"8977","martial03",2003,"TBA","AL",238,60,3,26,17,51,"Al","Martin","Albert Lee",3e+05,0.252100840336134,0.05,10614,1,9,"Al Martin"
"8980","martica01",1985,"SDN","NL",514,130,21,72,87,82,"Carmelo","Martinez","Carmelo",140000,0.252918287937743,0.161538461538462,10617,1,5,"Carmelo Martinez"
"8981","martica01",1986,"SDN","NL",244,58,9,25,35,46,"Carmelo","Martinez","Carmelo",240000,0.237704918032787,0.155172413793103,10618,1,5,"Carmelo Martinez"
"8982","martica01",1987,"SDN","NL",447,122,15,70,70,82,"Carmelo","Martinez","Carmelo",340000,0.272930648769575,0.122950819672131,10619,1,5,"Carmelo Martinez"
"8983","martica01",1988,"SDN","NL",365,86,18,65,35,57,"Carmelo","Martinez","Carmelo",440000,0.235616438356164,0.209302325581395,10620,1,5,"Carmelo Martinez"
"8984","martica01",1989,"SDN","NL",267,59,6,39,32,54,"Carmelo","Martinez","Carmelo",490000,0.220973782771536,0.101694915254237,10621,1,5,"Carmelo Martinez"
"8994","martida01",1987,"CHN","NL",459,134,8,36,57,96,"Dave","Martinez","David",62500,0.291938997821351,0.0597014925373134,10636,1,13,"Dave Martinez"
"8995","martida01",1989,"MON","NL",361,99,3,27,27,57,"Dave","Martinez","David",185000,0.274238227146814,0.0303030303030303,10639,1,13,"Dave Martinez"
"8996","martida01",1990,"MON","NL",391,109,11,39,24,48,"Dave","Martinez","David",410000,0.278772378516624,0.100917431192661,10640,1,13,"Dave Martinez"
"8997","martida01",1991,"MON","NL",396,117,7,42,20,54,"Dave","Martinez","David",140000,0.295454545454545,0.0598290598290598,10641,1,13,"Dave Martinez"
"8998","martida01",1992,"CIN","NL",393,100,3,31,42,54,"Dave","Martinez","David",1300000,0.254452926208651,0.03,10642,1,13,"Dave Martinez"
"8999","martida01",1993,"SFN","NL",241,58,5,27,27,39,"Dave","Martinez","David",1100000,0.240663900414938,0.0862068965517241,10643,1,13,"Dave Martinez"
"9000","martida01",1994,"SFN","NL",235,58,4,27,21,22,"Dave","Martinez","David",1100000,0.246808510638298,0.0689655172413793,10644,1,13,"Dave Martinez"
